Tarih,Saat,Lig,MBS,Ev Sahibi,Skor,Deplasman,İY,MS1,MS0,MS2,AU2.5 Alt,AU2.5 Üst,KG Var,KG Yok,IY0.5 Alt,IY0.5 Üst,AU1.5 Alt,AU1.5 Üst,Çifte Şans 1-X,Çifte Şans 1-2,Çifte Şans X-2,IY Çifte Şans 1-X,IY Çifte Şans 1-2,IY Çifte Şans X-2,IY1,IY0,IY2,2Y1,2Y0,2Y2,Tek,Çift,IY/MS 1/1,IY/MS 1/0,IY/MS 1/2,IY/MS 0/1,IY/MS 0/0,IY/MS 0/2,IY/MS 2/1,IY/MS 2/0,IY/MS 2/2,Hafta
2025-01-21,23:00:00,ŞMP,1,Atletico Madrid,2-1,Bayer Leverkusen,0-1,2.17,2.80,2.70,1.48,1.95,1.69,1.68,2.35,1.31,2.70,1.23,1.11,1.10,1.22,1.10,1.45,1.16,2.83,1.86,3.39,2.53,2.18,2.98,1.76,1.61,3.49,13.00,34.50,5.19,4.02,6.14,30.00,13.35,4.54,1834
2025-01-21,23:00:00,ŞMP,1,Benfica,4-5,Barcelona,3-1,2.68,3.40,1.92,2.58,1.25,1.23,2.66,3.76,1.09,5.72,,1.29,1.05,1.11,1.27,1.26,1.14,3.03,2.35,2.32,2.79,2.70,2.18,1.75,1.62,4.21,12.05,20.65,7.25,6.07,5.63,25.50,11.70,2.85,1834
2025-01-21,23:00:00,ŞMP,1,Bologna,2-1,Borussia Dortmund,0-1,2.32,2.91,2.41,1.70,1.67,1.51,1.92,2.67,1.23,3.31,1.13,1.16,1.09,1.17,1.15,1.38,1.16,2.88,1.99,2.97,2.61,2.32,2.68,1.77,1.61,3.71,12.30,28.50,5.77,4.48,5.93,28.00,12.30,3.88,1834
2025-01-21,23:00:00,ŞMP,1,Club Brugge,0-0,Juventus,0-0,2.89,2.83,2.05,1.48,1.96,1.71,1.66,2.35,1.31,2.68,1.23,1.24,1.10,1.09,1.18,1.45,1.09,3.59,1.86,2.70,3.14,2.19,2.42,1.76,1.62,4.91,13.65,29.50,6.45,4.03,4.95,34.50,13.15,3.26,1834
2025-01-21,23:00:00,ŞMP,1,Crvena Zvezda,2-3,PSV Eindhoven,0-3,3.71,3.72,1.54,2.53,1.26,1.30,2.42,3.75,1.09,5.55,,1.50,,,1.40,1.24,1.06,3.89,2.40,1.94,3.54,2.76,1.84,1.73,1.64,6.09,13.80,19.00,9.33,6.47,4.78,33.50,12.80,2.19,1834
2025-01-21,23:00:00,ŞMP,1,Liverpool,2-1,Lille,1-0,1.15,5.10,8.22,2.15,1.38,1.75,1.62,3.44,1.11,4.43,,,,2.04,0,1.20,1.72,1.52,2.54,7.36,1.44,2.91,6.68,1.69,1.68,1.53,20.00,34.50,3.79,7.59,17.40,21.35,23.40,14.80,1834
2025-01-21,23:00:00,ŞMP,1,Slovan Bratislava,1-3,Stuttgart,0-2,9.23,6.20,1.09,2.83,1.20,1.58,1.81,4.24,1.05,6.17,,2.21,,,1.87,1.15,0,7.59,2.88,1.41,7.13,3.32,1.34,1.68,1.69,16.20,25.00,18.95,20.65,9.93,3.94,34.50,22.10,1.41,1834
2025-01-21,20:45:00,ŞMP,1,Atalanta,5-0,Sturm Graz,1-0,1.11,5.45,9.32,2.19,1.37,1.81,1.58,3.51,1.11,4.51,,,,2.13,0,1.19,1.78,1.47,2.60,8.05,1.39,2.98,7.34,1.68,1.68,1.47,21.60,34.50,3.75,8.01,19.50,21.70,25.00,16.85,1834
2025-01-21,20:45:00,ŞMP,1,Monaco,1-0,Aston Villa,1-0,2.29,3.08,2.35,1.99,1.46,1.37,2.20,3.06,1.16,4.13,1.06,1.17,1.08,1.18,1.17,1.33,1.17,2.76,2.13,2.81,2.53,2.47,2.57,1.77,1.61,3.58,11.85,25.50,6.01,5.06,6.12,25.00,11.90,3.68,1834
2024-12-11,23:00:00,ŞMP,1,AC Milan,2-1,Crvena Zvezda,1-0,1.08,5.99,9.46,2.80,1.19,1.56,1.79,3.96,1.06,6.19,,,,2.19,0,1.15,1.80,1.43,2.74,7.42,1.28,3.44,7.81,1.67,1.67,1.43,23.85,34.50,3.68,9.85,22.55,20.60,23.00,15.55,1828
