Tarih,Saat,Lig,MBS,Ev Sahibi,Skor,Deplasman,İY,MS1,MS0,MS2,AU2.5 Alt,AU2.5 Üst,KG Var,KG Yok,IY0.5 Alt,IY0.5 Üst,AU1.5 Alt,AU1.5 Üst,Çifte Şans 1-X,Çifte Şans 1-2,Çifte Şans X-2,IY Çifte Şans 1-X,IY Çifte Şans 1-2,IY Çifte Şans X-2,IY1,IY0,IY2,2Y1,2Y0,2Y2,Tek,Çift,IY/MS 1/1,IY/MS 1/0,IY/MS 1/2,IY/MS 0/1,IY/MS 0/0,IY/MS 0/2,IY/MS 2/1,IY/MS 2/0,IY/MS 2/2,Hafta
2024-12-12,23:00:00,AVL,1,Ajax,1-3,Lazio,0-1,1.94,3.12,2.74,1.93,1.47,1.39,2.09,2.91,1.17,3.95,1.06,1.09,1.06,1.27,1.10,1.34,1.21,2.47,2.07,3.22,2.23,2.46,2.91,1.73,1.61,3.02,12.50,30.50,5.15,5.08,6.79,24.30,12.75,4.46,1828
2024-12-12,23:00:00,AVL,1,Bodo / Glimt,2-1,Beşiktaş,2-1,1.23,4.49,6.01,2.44,1.27,1.45,1.96,3.56,1.09,5.29,,,,1.83,0,1.21,1.57,1.64,2.45,5.49,1.48,2.97,5.36,1.68,1.65,1.71,17.35,34.50,3.90,7.43,14.40,20.10,17.60,9.98,1828
2024-12-12,23:00:00,AVL,1,Elfsborg,1-0,Qarabağ Ağdam,0-0,2.21,3.11,2.35,2.04,1.41,1.34,2.23,3.04,1.15,4.28,,1.15,1.06,1.19,1.15,1.32,1.17,2.69,2.11,2.83,2.45,2.49,2.57,1.74,1.60,3.46,12.15,26.50,5.83,5.19,6.13,25.50,12.20,3.72,1828
2024-12-12,23:00:00,AVL,1,Porto,2-0,Midtjylland,1-0,1.08,5.77,10.10,2.43,1.27,1.72,1.62,3.57,1.08,5.21,,,,2.19,0,1.17,1.79,1.45,2.62,8.01,1.29,3.29,8.28,1.67,1.67,1.44,24.30,34.50,3.55,8.98,23.00,22.55,24.30,17.05,1828
2024-12-12,23:00:00,AVL,1,Lyon,3-2,Eintracht Frankfurt,1-1,1.73,3.25,3.21,2.23,1.34,1.30,2.32,3.30,1.12,4.85,,1.05,,1.35,1.08,1.28,1.29,2.17,2.22,3.49,1.99,2.59,3.22,1.74,1.60,2.55,12.15,33.00,4.97,5.57,8.22,21.70,12.55,5.19,1828
2024-12-12,23:00:00,AVL,1,Maccabi Tel Aviv,2-1,Rigas Skola,1-0,1.37,3.68,5.06,1.67,1.66,1.75,1.60,2.61,1.22,3.19,1.13,,,1.63,0,1.34,1.39,1.92,2.04,5.35,1.68,2.50,4.90,1.68,1.66,2.04,16.85,34.50,3.70,5.36,10.90,23.85,17.70,8.94,1828
2024-12-12,23:00:00,AVL,1,Rangers,1-1,Tottenham Hotspur,0-0,2.89,3.47,1.77,2.42,1.28,1.26,2.47,3.47,1.10,5.31,,1.34,,1.08,1.28,1.27,1.10,3.24,2.26,2.24,3.00,2.68,2.03,1.71,1.63,4.60,12.95,21.15,7.56,6.07,5.08,29.50,12.75,2.65,1828
2024-12-12,23:00:00,AVL,1,Real Sociedad,3-0,Dynamo Kiev,3-0,1.13,4.83,9.54,1.80,1.56,2.08,1.40,2.81,1.19,3.50,1.09,,,2.06,0,1.25,1.63,1.57,2.26,8.41,1.39,2.82,8.17,1.67,1.67,1.57,23.85,34.50,3.31,6.72,19.60,26.00,25.00,17.15,1828
2024-12-12,23:00:00,AVL,1,Slavia Prag,1-2,Anderlecht,0-2,1.29,3.87,6.02,1.65,1.68,1.87,1.51,2.59,1.23,3.12,1.14,,,1.74,0,1.33,1.44,1.81,2.06,6.12,1.60,2.53,5.66,1.67,1.66,1.89,18.40,34.50,3.53,5.49,12.60,24.70,19.45,10.75,1828
2024-12-12,20:45:00,AVL,1,AS Roma,3-0,Sporting Braga,1-0,1.53,3.37,4.06,1.76,1.59,1.57,1.78,2.72,1.21,3.45,1.10,,,1.48,0,1.34,1.33,2.06,2.05,4.43,1.84,2.46,4.03,1.71,1.63,2.29,14.40,34.50,4.13,5.14,9.20,23.40,15.10,6.98,1828
2024-12-12,20:45:00,AVL,1,Hoffenheim,0-0,FCSB,0-0,1.37,3.72,4.94,1.84,1.53,1.61,1.73,2.83,1.18,3.65,1.08,,,1.63,0,1.30,1.41,1.87,2.13,5.08,1.67,2.58,4.70,1.69,1.65,2.01,15.90,34.50,3.86,5.66,11.05,22.55,16.65,8.55,1828
2024-12-12,20:45:00,AVL,1,Ludogorets Razgrad,2-2,AZ Alkmaar,0-2,2.72,2.86,2.08,1.46,1.94,1.70,1.64,2.27,1.32,2.64,1.22,1.22,1.08,1.10,1.15,1.45,1.08,3.45,1.81,2.79,3.01,2.19,2.43,1.72,1.62,4.62,14.10,30.50,6.06,4.11,4.88,34.50,13.85,3.41,1828
2024-12-12,20:45:00,AVL,1,Malmö FF,2-2,Galatasaray,1-1,3.05,3.18,1.80,2.11,1.38,1.33,2.24,3.14,1.14,4.48,,1.32,1.05,1.06,1.27,1.30,1.08,3.39,2.16,2.26,3.11,2.53,2.06,1.74,1.60,4.94,12.45,22.55,7.72,5.33,5.04,32.00,12.15,2.71,1828
2024-12-12,20:45:00,AVL,1,Olympiakos,0-0,Twente,0-0,1.53,3.40,4.03,1.77,1.58,1.57,1.78,2.72,1.21,3.46,1.10,,,1.48,0,1.34,1.33,2.06,2.05,4.42,1.84,2.47,4.01,1.70,1.64,2.29,14.55,34.50,4.11,5.20,9.11,23.40,15.20,6.92,1828
2024-12-12,20:45:00,AVL,1,PAOK,5-0,Ferencvaros,2-0,1.66,3.10,3.66,1.66,1.68,1.59,1.76,2.58,1.23,3.19,1.13,,1.06,1.39,0,1.37,1.28,2.22,1.98,4.13,1.99,2.35,3.70,1.73,1.61,2.53,13.55,34.50,4.35,4.67,8.28,25.00,14.20,6.28,1828
2024-12-12,20:45:00,AVL,1,Viktoria Plzen,1-2,Manchester United,0-0,5.10,3.88,1.34,1.97,1.45,1.56,1.80,2.99,1.15,4.00,1.05,1.67,,,1.44,1.28,0,5.12,2.20,1.82,4.79,2.67,1.62,1.69,1.65,8.72,16.75,21.70,11.60,6.06,3.88,34.50,16.05,1.93,1828
2024-12-12,20:45:00,AVL,1,Union Saint-Gilloise,2-1,Nice,1-1,1.55,3.25,4.03,1.66,1.67,1.63,1.71,2.59,1.23,3.19,1.13,,,1.46,0,1.36,1.31,2.12,2.00,4.46,1.88,2.39,4.02,1.71,1.63,2.36,14.40,34.50,4.12,4.85,8.94,24.70,15.15,6.97,1828
2024-12-11,18:30:00,AVL,1,Fenerbahçe,0-2,Athletic Bilbao,0-2,2.44,2.83,2.30,1.58,1.77,1.56,1.79,2.45,1.27,2.98,1.15,1.17,1.08,1.15,1.14,1.41,1.12,3.06,1.89,2.91,2.72,2.25,2.59,1.74,1.60,4.01,12.85,30.50,5.81,4.25,5.53,31.50,12.80,3.74,1828
2024-11-28,23:00:00,AVL,1,Sporting Braga,3-0,Hoffenheim,2-0,1.80,3.31,2.95,2.06,1.41,1.35,2.17,3.06,1.15,4.30,,1.07,,1.33,1.06,1.24,1.20,2.31,2.13,3.38,2.07,2.55,3.08,1.71,1.62,2.98,14.50,34.50,5.42,6.09,8.19,25.50,14.80,5.33,1826
2024-11-28,23:00:00,AVL,1,FCSB,0-0,Olympiakos,0-0,2.75,2.95,2.01,1.64,1.69,1.54,1.83,2.53,1.24,3.16,1.14,1.24,1.08,1.09,1.14,1.31,1.06,3.34,1.93,2.62,2.98,2.31,2.32,1.74,1.61,5.07,14.80,31.00,7.18,4.96,5.55,34.50,14.50,3.51,1826
2024-11-28,23:00:00,AVL,1,Ferencvaros,4-1,Malmö FF,2-1,1.55,3.24,4.03,1.74,1.60,1.56,1.80,2.72,1.21,3.44,1.10,,,1.46,0,1.26,1.25,2.08,2.05,4.37,1.87,2.43,3.96,1.73,1.61,2.52,15.55,34.50,4.69,5.52,10.30,27.00,16.35,7.72,1826
2024-11-28,23:00:00,AVL,1,Manchester United,3-2,Bodo / Glimt,2-2,1.07,6.11,10.50,2.58,1.23,1.69,1.65,3.73,1.08,5.60,,,,2.24,0,1.10,1.65,1.42,2.70,8.14,1.27,3.41,8.57,1.67,1.67,1.50,30.00,34.50,4.04,11.20,28.00,25.50,29.00,20.45,1826
